0 	0 	0 	0
2.13177e-06 	0.899219 	-9.26258e-06 	0
4.51787e-06 	1.90492 	9.90468e-06 	0
7.18864e-06 	3.03051 	-7.92047e-06 	0
1.0178e-05 	4.28998 	1.23294e-05 	0
1.35241e-05 	5.69837 	-4.05052e-06 	0
1.72693e-05 	7.27113 	1.81053e-05 	0
2.14614e-05 	9.02241 	4.2117e-06 	0
2.61535e-05 	10.9618 	2.95692e-05 	0
3.14055e-05 	13.0884 	1.97332e-05 	0
3.7284e-05 	15.3819 	5.01069e-05 	0
4.38639e-05 	17.7922 	4.62626e-05 	0
5.12288e-05 	20.2351 	8.34551e-05 	0
5.94723e-05 	22.6014 	8.69287e-05 	0
6.86993e-05 	24.7869 	0.000131543 	0
7.90271e-05 	26.7247 	0.000142328 	0
9.0587e-05 	28.3996 	0.000194267 	0
0.000103526 	29.8368 	0.000212789 	0
0.000118009 	31.0805 	0.000273327 	0
0.000134219 	32.1763 	0.000301707 	0
0.000152364 	33.1634 	0.000373663 	0
0.000172673 	34.0723 	0.000415287 	0
0.000195405 	34.9258 	0.000502543 	0
0.000220849 	35.7402 	0.000561808 	0
0.000249329 	36.5273 	0.000669327 	0
0.000281207 	37.2953 	0.000751847 	0
0.000316887 	38.0503 	0.000885994 	0
0.000356824 	38.7965 	0.000999023 	0
0.000401526 	39.5369 	0.00116809 	0
0.000451561 	40.2741 	0.00132117 	0
0.000507566 	41.0097 	0.00153613 	0
0.000570251 	41.7453 	0.00174194 	0
0.000640416 	42.4822 	0.00201753 	0
0.000718951 	43.2216 	0.00229322 	0
0.000806856 	43.9647 	0.00264948 	0
0.000905247 	44.7126 	0.0030186 	0
0.00101538 	45.4667 	0.00348324 	0
0.00113865 	46.2282 	0.00397852 	0
0.00127662 	46.9987 	0.00459032 	0
0.00143106 	47.7799 	0.00525781 	0
0.00160392 	48.5735 	0.00607155 	0
0.0017974 	49.3815 	0.00697656 	0
0.00201397 	50.2059 	0.00807013 	0
0.00225638 	51.049 	0.00930558 	0
0.0025277 	51.9132 	0.0107899 	0
0.00283139 	52.801 	0.0124881 	0
0.00317132 	53.7149 	0.0145206 	0
0.0035518 	54.6576 	0.0168689 	0
0.00397767 	55.6318 	0.019672 	0
0.00445435 	56.6399 	0.022933 	0
0.0049879 	57.6842 	0.0268151 	0
0.0055851 	58.7666 	0.0313476 	0
0.00625355 	59.8879 	0.0367203 	0
0.00700174 	61.0477 	0.0429856 	0
0.0078392 	62.2427 	0.0503472 	0
0.00877658 	63.4664 	0.0588473 	0
0.00982578 	64.7055 	0.0686349 	0
0.0110002 	65.9366 	0.0796013 	0
0.0123146 	67.1195 	0.0915831 	0
0.0137859 	68.1861 	0.103811 	0
0.0154328 	69.022 	0.114954 	0
0.0172761 	69.4615 	0.120992 	0
0.0193393 	69.5548 	0.121546 	0
0.0216487 	69.5561 	0.121325 	0
